rcvr_id,txn_mth,mkt_place_attempt_y_n,browser_code,chkout_integrtn_type,mobile_os,mobile_devc_type,PRODUCT,rcvr_cntry_code,IB_XB_flag,Member_Guest,Web_Mobile,Product_Exp,prod_exp_wps,Fallout_rsn_desc,Fallout_Desc,Review_Desc,last_lndg_pg_dervd_flow_type,STARTS,DONES
2245737779419334592 ,2015/04,N,639,S,#,#,Express Checkout,PL ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2040316055779730536 ,2014/09,N,641,#,iOS,SmartPhone,Website Payment Standard,HK ,XB,Member,Mobile Checkout,mWPS,Button,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1234656460307456275 ,2014/11,Y,-99,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1263675571348105062 ,2015/04,N,622,#,Android,#,Website Payment Standard,US ,IB,Member,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,6,6
1708123881416682946 ,2014/10,N,625,S,#,#,Express Checkout,PL ,XB,Member,Web Checkout,Unified Experience,Transaction,1.4.1.Need BA/CC,1.4.Policy Decline,Before Review,Member-Login,1,0
2255615401493787359 ,2014/12,N,622,S,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,2.7.1.Flow Deviation,2.7.Flow Deviation,After Review,Member-Login,1,0
1640348829375127388 ,2015/01,N,634,#,#,#,Website Payment Standard,IT ,XB,Guest,Web Checkout,Unified Experience,3rdparty,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1577450008346556619 ,2015/04,N,-99,S,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Full Page,Pure Hermes,0.0.0.Success,0.0.Success,After Review,Guest-Billing,3,3
1872329842478906665 ,2015/02,Y,638,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2290304528738314351 ,2015/02,N,636,#,iOS,Tablet,Website Payment Standard,FR ,IB,Member,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1228491574473702649 ,2015/04,N,657,#,#,#,Email Payments,US ,XB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2247402933266938050 ,2014/08,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
2043179611586515620 ,2014/11,N,640,S,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1795365052086795677 ,2015/01,N,635,M,Android,#,Express Checkout,DE ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1529633006145295609 ,2015/02,Y,636,#,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2074764050822115564 ,2015/04,N,-99,M,Android,#,Express Checkout,US ,IB,Guest,Web Checkout,1X,Hermes Redirect,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-Billing,1,0
1697634731039580060 ,2014/11,Y,628,M,iOS,SmartPhone,Express Checkout,C2 ,XB,Guest,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,2,2
1326697000143031133 ,2015/06,N,635,#,#,#,Website Payment Standard,C2 ,XB,Guest,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1852103119821295335 ,2015/03,N,640,#,iOS,SmartPhone,Website Payment Standard,AU ,XB,Guest,Mobile Checkout,mWPS,Button,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1930728435936410090 ,2015/05,Y,497,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1940970555938182477 ,2015/04,N,630,#,iOS,SmartPhone,Email Payments,US ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,1.8.1.Unknown,1.8.Drop Off,Before Review,Invoice Landing,1,0
1598577648968419408 ,2014/11,N,634,S,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
2004362472489382854 ,2015/04,Y,630,M,#,#,Express Checkout,US ,XB,Member,Web Checkout,Unified Experience,Transaction,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Member-Login,1,0
2255441224167181103 ,2015/04,Y,628,M,#,#,Express Checkout,BG ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1979231029050656651 ,2015/03,N,635,#,Android,#,Website Payment Standard,C2 ,XB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,14,14
2143876366518011622 ,2014/09,Y,274,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1733878894302582028 ,2015/02,Y,629,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
2036855525509828336 ,2014/09,N,594,S,#,#,Express Checkout,GB ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1907259156474901022 ,2015/01,Y,632,M,iOS,SmartPhone,Express Checkout,GB ,IB,Guest,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
2143441022148694901 ,2014/11,Y,642,M,iOS,Tablet,Express Checkout,US ,XB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2267789669738613419 ,2015/03,N,-99,S,#,#,Express Checkout,US ,IB,Unknown/Other,Web Checkout,Full Page,Pure Hermes,0.0.0.Success,0.0.Success,After Review,Unknown,"1,631","1,631"
1738176608632935032 ,2015/03,N,631,#,#,#,Website Payment Standard,US ,IB,Guest,Web Checkout,DPS,PPCart,0.0.0.Success,0.0.Success,After Review,Guest-DPS,1,1
1465251395049334024 ,2014/07,Y,624,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1808630250498123799 ,2015/06,N,629,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1761114638670812186 ,2014/10,Y,632,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1601851583351997260 ,2014/11,Y,274,M,Android,#,Express Checkout,PL ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,36,36
2157866973053420822 ,2014/11,Y,657,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
1569128428337402377 ,2015/06,N,637,S,iOS,SmartPhone,Express Checkout,DE ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,104,104
1998862146303108190 ,2014/09,N,636,#,Android,#,Email Payments,US ,XB,Unknown/Other,Email Payments,mINV,Mobile Invoices,1.8.1.Unknown,1.8.Drop Off,Before Review,Invoice Landing,1,0
1349697303052694064 ,2014/07,N,633,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1609003783144829356 ,2015/06,N,-99,S,#,#,Express Checkout,GB ,XB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,5,5
1371792324930922504 ,2015/01,Y,274,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1501221687266592027 ,2014/10,Y,631,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2039373031844250478 ,2015/04,Y,627,M,iOS,SmartPhone,Express Checkout,CA ,IB,Guest,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1191099871696104231 ,2015/06,N,639,#,#,#,Website Payment Standard,ID ,XB,Guest,Web Checkout,Unified Experience,Button,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-FGA,2,0
1814847049637501643 ,2015/04,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,1.8.1.Unknown,1.8.Drop Off,Before Review,Member-Login,2,0
1743112592462360961 ,2014/09,N,624,#,iOS,SmartPhone,Email Payments,US ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,1.8.1.Unknown,1.8.Drop Off,Before Review,Invoice Landing,1,0
2020974916824893083 ,2014/09,Y,274,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1226396534026929954 ,2014/07,N,629,S,iOS,Tablet,Express Checkout,AU ,XB,Guest,Mobile Checkout,MobileEC,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
2079870804297384594 ,2015/04,N,-99,S,#,#,Express Checkout,DE ,IB,Unknown/Other,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Unknown,1,1
1932078289818906916 ,2015/06,Y,-99,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1548899446327940996 ,2015/02,Y,642,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2193266553943254861 ,2015/05,N,594,S,#,#,Express Checkout,GB ,XB,Member,Web Checkout,Unified Experience,Transaction,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1545526945323238250 ,2015/04,N,642,#,#,#,Email Payments,US ,IB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
1588840646262740694 ,2014/09,N,644,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1714735575362971354 ,2014/11,Y,-99,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1869545303641212347 ,2015/03,Y,625,M,iOS,Tablet,Express Checkout,C2 ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
1432796211576451771 ,2014/11,Y,-99,M,iOS,SmartPhone,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1852246714187449879 ,2014/09,Y,-99,M,Android,#,Express Checkout,DE ,IB,Guest,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,6,6
1468702707149796371 ,2014/11,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,18,18
1722189021585668420 ,2015/01,N,299,S,#,#,Express Checkout,US ,IB,Member,Web Checkout,Full Page,Pure Aries,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1745953619822813265 ,2014/09,Y,-99,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Member-Login,1,0
1553206469429183031 ,2015/05,Y,274,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1929448902395486584 ,2015/05,N,631,#,Android,#,Email Payments,US ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,2.8.1.Unknown,2.8.Drop Off,After Review,Invoice Landing,1,0
1772786409868826513 ,2015/03,Y,633,M,Android,#,Express Checkout,US ,IB,Guest,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
2242284640093399406 ,2014/10,N,638,S,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1597504495572196304 ,2015/05,N,630,#,iOS,SmartPhone,Website Payment Standard,C2 ,XB,Member,Mobile Checkout,mWPS,Button,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,9,0
1439717850164826719 ,2014/08,N,622,#,iOS,SmartPhone,Website Payment Standard,US ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,5,5
1289820022715269702 ,2015/06,Y,638,M,#,#,Express Checkout,C2 ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,5,5
1425849697343960129 ,2015/05,N,640,#,#,#,Email Payments,US ,XB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1269440333470251028 ,2014/07,N,642,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1357722761510975980 ,2015/01,N,287,#,#,#,Website Payment Standard,US ,XB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1758479341790267986 ,2014/11,Y,-99,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2229430989014597726 ,2015/02,N,639,#,#,#,Website Payment Standard,AU ,IB,Member,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2233065876146996979 ,2014/12,N,641,#,iOS,SmartPhone,Website Payment Standard,US ,XB,Guest,Mobile Checkout,mWPS,Donation,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Guest-Billing,1,0
1176512572167404836 ,2015/06,N,638,#,Android,#,Website Payment Standard,US ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2303620979407313715 ,2014/08,N,631,#,iOS,SmartPhone,Email Payments,GB ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,2.8.1.Unknown,2.8.Drop Off,After Review,Invoice Landing,1,0
2037985975231041347 ,2015/05,Y,627,M,Android,#,Express Checkout,US ,XB,Guest,Mobile Checkout,MEC2,Transaction,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Guest-Billing,1,0
1692069268039081410 ,2015/02,N,623,#,#,#,Website Payment Standard,SE ,XB,Member,Web Checkout,Unified Experience,Button,1.4.1.Need BA/CC,1.4.Policy Decline,Before Review,Member-Login,2,0
1947768903862147242 ,2015/04,N,635,#,iOS,Tablet,Website Payment Standard,US ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,6,6
1235188493573444422 ,2015/03,N,274,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,Unified Experience,Button,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
2150435712348677121 ,2014/12,N,633,S,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,19,19
1905530427420140942 ,2015/05,Y,274,M,Android,#,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,1.2.1.Login Issues,1.2.Login Issues,Before Review,Member-Login,1,0
2168241063805656383 ,2014/07,N,641,#,iOS,Tablet,Website Payment Standard,C2 ,XB,Member,Mobile Checkout,mWPS,Button,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1704468784865857357 ,2015/02,N,641,#,#,#,Website Payment Standard,DE ,XB,Guest,Web Checkout,Unified Experience,Button,2.7.1.Flow Deviation,2.7.Flow Deviation,After Review,Guest-Signup,1,0
2250733768830026032 ,2014/10,Y,-99,M,iOS,SmartPhone,Express Checkout,JP ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,8,8
1853859686861817687 ,2014/10,Y,622,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1603144055353787790 ,2014/12,N,589,#,#,#,Website Payment Standard,GB ,XB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2063310190578046575 ,2015/01,N,642,#,iOS,SmartPhone,Website Payment Standard,GB ,XB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2276845146638961164 ,2014/08,N,638,S,#,#,Express Checkout,US ,IB,Member,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1535841827697894619 ,2014/12,Y,589,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1577083998460042472 ,2014/09,Y,626,M,#,#,Express Checkout,US ,XB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2183281617037355079 ,2014/11,N,636,#,iOS,SmartPhone,Website Payment Standard,US ,IB,Member,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1809811138682071616 ,2015/02,Y,-99,M,Android,#,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1816507584552673449 ,2014/08,N,-99,S,iOS,Tablet,Express Checkout,US ,IB,Guest,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1189906202549639612 ,2014/07,Y,274,M,#,#,Express Checkout,CA ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1680630823051935523 ,2014/07,Y,631,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1193961385859182605 ,2014/12,N,629,#,iOS,Tablet,Website Payment Standard,GB ,XB,Guest,Mobile Checkout,mWPS,Button,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1878158381134203981 ,2014/07,N,598,S,#,#,Express Checkout,US ,XB,Member,Web Checkout,Full Page,Pure Aries,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Member-Login,1,0
1920425686497022499 ,2014/09,N,628,#,#,#,Website Payment Standard,DE ,IB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
2069576325459186485 ,2015/03,N,638,S,#,#,Express Checkout,BE ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1776975514299687470 ,2014/10,N,632,#,#,#,Website Payment Standard,IT ,XB,Guest,Web Checkout,Unified Experience,Button,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1938385027151631190 ,2014/07,N,624,S,Android,#,Express Checkout,US ,XB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1157611331364199314 ,2014/10,N,620,#,#,#,Website Payment Standard,US ,XB,Member,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1785325759521106541 ,2015/05,N,629,M,#,#,Express Checkout,US ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
2191964353006973976 ,2015/06,N,625,#,Android,#,Website Payment Standard,US ,XB,Member,Mobile Checkout,mWPS,3rdparty,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1201765537418343893 ,2014/07,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1201527200227044506 ,2014/08,N,637,#,#,#,Website Payment Standard,AU ,IB,Guest,Web Checkout,Unified Experience,3rdparty,0.0.0.Success,0.0.Success,After Review,Guest-Billing,3,3
1212503381412565777 ,2015/01,N,-99,S,iOS,SmartPhone,Express Checkout,US ,XB,Unknown/Other,Mobile Checkout,Hermes Mobile,Pure Aries,1.8.1.Unknown,1.8.Drop Off,Before Review,Unknown,11,0
1853791289529607057 ,2014/09,N,500,S,#,#,Express Checkout,US ,IB,Member,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1712775737757261970 ,2015/04,N,594,#,#,#,Email Payments,CA ,XB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
2144968997950047356 ,2014/08,N,624,M,iOS,Tablet,Express Checkout,AU ,IB,Guest,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1533602248430055908 ,2014/08,N,594,#,#,#,Email Payments,US ,IB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1847445990008878499 ,2014/07,N,274,S,#,#,Express Checkout,US ,XB,Member,Web Checkout,Full Page,Pure Aries,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
2081853230941701569 ,2014/08,Y,627,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,1.7.1.Flow Deviation,1.7.Flow Deviation,Before Review,Member-Login,1,0
2068019452234139215 ,2015/01,N,640,#,#,#,Website Payment Standard,MX ,XB,Guest,Web Checkout,Unified Experience,Button,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Guest-FGA,1,0
1637932908269155334 ,2014/07,N,274,#,#,#,Website Payment Standard,SG ,IB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,15,15
1257943545723932474 ,2015/01,N,622,#,Android,#,Website Payment Standard,GB ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1720470356110969470 ,2015/01,N,630,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1465394091000282722 ,2015/01,Y,630,M,#,#,Express Checkout,US ,XB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
2295377961799575137 ,2014/09,Y,624,M,iOS,SmartPhone,Express Checkout,US ,XB,Guest,Mobile Checkout,MEC2,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1669199531554784698 ,2014/12,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,4,4
1778280174382978889 ,2014/07,Y,-99,M,iOS,SmartPhone,Express Checkout,AU ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1355136581988777732 ,2014/08,N,631,#,iOS,Tablet,Website Payment Standard,FR ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2146129007065254679 ,2014/10,Y,636,M,iOS,SmartPhone,Express Checkout,AU ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1467141357998907572 ,2014/10,N,625,#,iOS,Tablet,Website Payment Standard,CA ,IB,Guest,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1842590336863145980 ,2015/03,Y,630,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2029960630349845913 ,2014/10,Y,-99,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1849296071577175374 ,2014/11,N,657,#,#,#,Email Payments,TH ,IB,Member,Email Payments,Internal,Send Money,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1228373946459920139 ,2014/07,Y,-99,M,iOS,Tablet,Express Checkout,GB ,XB,Guest,Mobile Checkout,MobileEC,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-Billing,1,0
1806996666512535287 ,2015/03,N,635,#,#,#,Website Payment Standard,CA ,XB,Guest,Web Checkout,Unified Experience,Button,1.7.1.Flow Deviation,1.7.Flow Deviation,Before Review,Guest-Billing,1,0
2054201193333789351 ,2014/08,N,625,S,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
2214739707639844093 ,2014/08,N,274,#,#,#,Website Payment Standard,JP ,XB,Member,Web Checkout,Unified Experience,3rdparty,2.6.2.Processor,2.6.Auth Decline,After Review,Member-Login,2,0
1480498986815646413 ,2015/06,Y,638,M,Android,#,Express Checkout,AU ,IB,Member,Mobile Checkout,MEC2,Transaction,1.6.2.Processor,1.6.Auth Decline,Before Review,Member-Login,1,0
1803474525805713212 ,2014/08,N,655,S,#,#,Express Checkout,GB ,XB,Member,Web Checkout,Unified Experience,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
2211073145056241942 ,2014/10,N,656,#,#,#,Website Payment Standard,US ,IB,Guest,Web Checkout,DPS,Button,0.0.0.Success,0.0.Success,After Review,Guest-DPS,2,2
2296534724428728986 ,2014/11,Y,622,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
2184513887163279689 ,2015/06,Y,-99,M,iOS,SmartPhone,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Member-Login,2,0
