rcvr_id,rcvr_cntry_code,starts,dones,rcvr_acct_type,rcvr_acct_cre_dt,is_large_enterprise_y_n,large_merch_y_n,rcvr_tof,busn_name,rcvr_segment,rcvr_industry,rcvr_region,cust_acq_chnl_desc,num_txns,tpv,merch_tpv_tier,coverage,conversion
1187931980617699272 ,GB ,2,2,Consumer,8/28/2014,N,N,3-12M,#,04 YS,furniture,EMEA  ,Natural Search,2,422.99,<10K,1,1
2219335712619159031 ,US ,148,13,Business,7/25/2010,N,N,3Y+,Kingdom Keys Ministries,03 CS,non-profit,NA    ,Organic,126,"16,339.65",10K-200K,0.1,0.09
2078762152753900026 ,TH ,"2,262","1,813",Business,5/30/2007,N,N,3Y+,#,02 SME,jewelry,APAC  ,Organic,"2,115","89,725.75",10K-200K,0.86,0.8
1649032566257022065 ,US ,11,1,Business,12/20/2009,N,N,3Y+,Rands Hands Therapeutic Massage & Stretching,03 CS,health,NA    ,Organic,36,"3,981.00",<10K,0.03,0.09
1976343850573575077 ,SG ,9,3,Business,10/18/2013,N,N,1Y-3Y,Altitude Training Systems Singapore Private Limited,02 SME,nutritional-supp,APAC  ,Paid IM,271,"38,168.83",10K-200K,0.01,0.33
1182972255822138160 ,US ,47,41,Business,2/28/2000,N,N,3Y+,Linda's Finds & Antiques,03 CS,office-supplies,NA    ,Organic,43,"2,105.67",<10K,0.95,0.87
1300297400477819380 ,CA ,5,4,Consumer,2/17/2010,N,N,3Y+,#,03 CS,?,NA    ,Organic,5,387.43,<10K,0.8,0.8
1490075830023836549 ,US ,2,2,Consumer,9/16/2010,N,N,3Y+,#,03 CS,memorabilia,NA    ,Organic,3,"1,285.85",<10K,0.67,1
1193620037789691497 ,DE ,3,2,Consumer,4/12/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,3,121.43,<10K,0.67,0.67
1782443651149583028 ,US ,162,39,Business,10/28/2012,N,N,1Y-3Y,Love Your Neighbor,03 CS,non-profit,NA    ,Paid IM and Natural Search,105,"10,423.52",10K-200K,0.37,0.24
1476351871919449486 ,US ,3,1,Consumer,12/17/2005,N,N,3Y+,#,03 CS,?,NA    ,Organic,9,"1,998.00",<10K,0.11,0.33
1753148547892654288 ,US ,374,336,Business,1/23/2014,N,N,1Y-3Y,#,03 CS,books,NA    ,Organic,357,"7,625.31",<10K,0.94,0.9
1632273221963166761 ,US ,19,7,Consumer,3/21/2006,N,N,3Y+,#,03 CS,?,NA    ,Organic,15,635,<10K,0.47,0.37
1395990175525163184 ,US ,2,0,Business,2/6/2015,N,N,3-12M,Seraphina LLC,?,?,NA    ,Organic,?,?,Unknown,?,0
1910430042411453110 ,US ,105,87,Business,3/5/2010,N,N,3Y+,The MD Residential Experts Team,04 YS,finance,NA    ,Organic,88,"6,655.00",<10K,0.99,0.83
2266776213469177939 ,IT ,3,1,Consumer,4/2/2005,N,N,3Y+,#,01 LM,?,CEMEA ,Organic,1,792.51,<10K,1,0.33
1153849362476734802 ,AU ,1,1,Consumer,7/17/2007,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,52.01,<10K,1,1
1431313207985111687 ,US ,1,0,Business,6/24/2013,N,N,1Y-3Y,Amber SunRose,03 CS,photography,NA    ,Organic,5,322.64,<10K,0,0
1374100946955500458 ,US ,1,1,Consumer,4/11/2001,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,1,371.61,<10K,1,1
1399147004144629987 ,DE ,4,4,Consumer,4/29/2009,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,11,189.37,<10K,0.36,1
1263679585563374751 ,US ,38,36,Consumer,6/30/2006,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,40,"1,546.01",<10K,0.9,0.95
1170341418987081686 ,IT ,3,1,Consumer,1/9/2005,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,2,188.25,<10K,0.5,0.33
1354653315009862567 ,GB ,2,1,Consumer,6/28/2014,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Organic,2,236.05,<10K,0.5,0.5
1996407564894047195 ,US ,404,350,Business,1/16/2005,N,N,3Y+,#,03 CS,toys,NA    ,Organic,401,"16,531.19",10K-200K,0.87,0.87
1931303819722989274 ,RU ,1,1,Consumer,4/28/2012,N,N,3Y+,#,03 CS,?,CEMEA ,Natural Search,2,9.91,<10K,0.5,1
2084263825485671475 ,GB ,20,17,Consumer,11/9/2006,N,N,3Y+,#,03 CS,cosmetics,EMEA  ,Organic,18,662.05,<10K,0.94,0.85
1301719326673424183 ,US ,1,1,Consumer,12/9/2014,N,N,3-12M,#,03 CS,?,NA    ,Natural Search,5,446,<10K,0.2,1
1216491825109862955 ,US ,25,17,Business,12/17/2009,N,N,3Y+,Greg & Sheila Yackley,03 CS,memorabilia,NA    ,Organic,35,"1,896.19",<10K,0.49,0.68
1707309433341098679 ,US ,1,1,Consumer,6/9/2015,N,N,0-3M,#,04 YS,?,NA    ,Organic,2,28,<10K,0.5,1
2104745039887502208 ,FR ,9,7,Consumer,2/10/2014,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Natural Search,10,"1,795.59",<10K,0.7,0.78
2049871860418094812 ,AU ,1,1,Consumer,2/9/2007,N,N,3Y+,#,03 CS,?,APAC  ,Organic,2,174.16,<10K,0.5,1
1296953655855360329 ,US ,1,1,Consumer,4/6/2006,N,N,3Y+,#,03 CS,health,NA    ,Organic,1,"1,000.00",<10K,1,1
1793299261536692436 ,US ,18,18,Consumer,3/21/2006,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,22,"1,609.08",<10K,0.82,1
1205658853322902718 ,CZ ,2,2,Consumer,4/28/2010,N,N,3Y+,#,05 P2P receiver,?,CEMEA ,Organic,14,"15,101.00",10K-200K,0.14,1
1841267291748643091 ,US ,2,2,Consumer,9/30/2008,N,N,3Y+,#,03 CS,electronics,NA    ,Organic,2,"2,002.00",<10K,1,1
1477556696122014096 ,IE ,4,3,Consumer,2/21/2012,N,N,3Y+,#,05 P2P receiver,?,EMEA  ,Natural Search,4,922.96,<10K,0.75,0.75
1681525537088950870 ,US ,6,5,Consumer,11/5/2002,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,28,"9,804.75",<10K,0.18,0.83
1889922936139736734 ,MX ,3,0,Business,9/26/2013,N,N,1Y-3Y,Date Your Wedding,03 CS,?,LATAM ,Organic,?,?,Unknown,?,0
1426248324177885473 ,ES ,1,1,Consumer,5/20/2008,N,N,3Y+,#,04 YS,?,CEMEA ,Organic,1,67.61,<10K,1,1
1816718230057968767 ,US ,8,7,Consumer,8/15/2006,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,7,553,<10K,1,0.88
2120605847056649858 ,HU ,1,0,Consumer,3/28/2008,N,N,3Y+,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
1263660441016698977 ,US ,1,0,Consumer,5/3/2008,N,N,3Y+,#,?,?,NA    ,Organic,?,?,Unknown,?,0
2006824846855706196 ,US ,1,1,Business,3/24/2006,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,52,<10K,1,1
2203388368562241394 ,ES ,71,64,Consumer,7/7/2006,N,N,3Y+,#,03 CS,auto-parts,CEMEA ,Organic,67,"9,648.91",<10K,0.96,0.9
1352453794820433890 ,RO ,2,2,Consumer,4/17/2015,N,N,3-12M,#,03 CS,?,CEMEA ,Natural Search,3,491,<10K,0.67,1
1256211134074212461 ,CA ,2,1,Consumer,7/14/2011,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,147.33,<10K,1,0.5
1447456643013837487 ,US ,3,1,Consumer,6/23/2015,N,N,0-3M,#,04 YS,?,NA    ,Organic,3,15.05,<10K,0.33,0.33
1935300889607789218 ,US ,65,56,Business,3/1/2014,N,N,1Y-3Y,"KDMR, Inc",03 CS,non-profit,NA    ,Partner,117,"3,991.96",<10K,0.48,0.86
1753696479948999788 ,GB ,1,1,Consumer,3/20/2015,N,N,3-12M,#,04 YS,?,EMEA  ,Organic,1,22.57,<10K,1,1
1503168677630696310 ,US ,2,2,Consumer,10/10/2005,N,N,3Y+,#,03 CS,?,NA    ,Organic,3,275.99,<10K,0.67,1
1571457363608319915 ,GB ,1,0,Consumer,5/20/2006,N,N,3Y+,#,?,?,EMEA  ,Paid IM,?,?,Unknown,?,0
2230447767365924496 ,AU ,4,3,Consumer,12/10/2010,N,N,3Y+,#,03 CS,cellphones,APAC  ,Organic,3,597,<10K,1,0.75
1361672766550446868 ,US ,2,2,Consumer,4/4/2000,N,N,3Y+,#,03 CS,?,NA    ,Organic,2,18.25,<10K,1,1
1974663058855509222 ,US ,4,4,Business,3/10/2015,N,N,3-12M,L&T,04 YS,?,NA    ,Organic,6,939,<10K,0.67,1
2026481939293484581 ,AU ,3,3,Consumer,4/15/2009,N,N,3Y+,#,03 CS,?,APAC  ,Organic,4,236.84,<10K,0.75,1
1341112744525409684 ,US ,1,1,Consumer,8/15/2011,N,N,3Y+,#,03 CS,coins,NA    ,Organic,1,39,<10K,1,1
2113015341597901905 ,US ,12,12,Consumer,6/16/2007,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,29,"1,624.53",<10K,0.41,1
1515001832771586411 ,US ,1,1,Business,1/5/2008,N,N,3Y+,#,03 CS,sports-equip,NA    ,Organic,1,549.99,<10K,1,1
1291527187814279505 ,JP ,1,1,Consumer,1/24/2008,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,12.05,<10K,1,1
2213889696869962200 ,US ,373,183,Business,1/9/2014,N,N,1Y-3Y,Global United Fellowship,02 SME,non-profit,NA    ,Natural Search,188,"26,751.33",10K-200K,0.97,0.49
1664316504510410725 ,DE ,5,5,Consumer,11/30/2011,N,N,3Y+,#,03 CS,cosmetics,EMEA  ,Organic,11,617.93,<10K,0.45,1
1733485671161917724 ,US ,9,4,Business,11/27/2012,N,N,1Y-3Y,Javatinis Coffee,03 CS,?,NA    ,Paid IM and Natural Search,4,75.86,<10K,1,0.44
1293300999516991064 ,RS ,5,0,Consumer,4/21/2013,N,N,1Y-3Y,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
1992498685841284773 ,US ,1,1,Consumer,10/31/2010,N,N,3Y+,#,03 CS,computer-hardware,NA    ,Organic,1,135.25,<10K,1,1
1833915691197243072 ,GB ,1,1,Consumer,6/26/2013,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Natural Search,1,135.75,<10K,1,1
1395964546631522567 ,US ,1,1,Consumer,2/27/2003,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,440,<10K,1,1
1757945496547925092 ,IT ,17,13,Business,11/26/2012,N,N,1Y-3Y,sexy shop il tempio dell ' amore,03 CS,fashion,CEMEA ,Paid IM,16,"1,867.34",<10K,0.81,0.76
1311345263738335790 ,GB ,5,4,Consumer,1/1/2010,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,4,55.44,<10K,1,0.8
1451926326060284460 ,CA ,2,2,Consumer,3/29/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,2,25.19,<10K,1,1
2023631050960208214 ,GB ,1,0,Consumer,5/31/2015,N,N,0-3M,#,05 P2P receiver,?,EMEA  ,Natural Search,2,61.41,<10K,0,0
2216395944149452389 ,IN ,7,5,Consumer,2/4/2015,N,N,3-12M,#,03 CS,?,APAC  ,Paid IM,5,"1,137.00",<10K,1,0.71
2217756750350468542 ,AU ,2,2,Consumer,10/26/2008,N,N,3Y+,#,03 CS,?,APAC  ,Organic,2,71.43,<10K,1,1
1405753063418504825 ,GB ,87,69,Consumer,1/24/2013,N,N,1Y-3Y,#,03 CS,fashion,EMEA  ,Organic,82,"20,553.19",10K-200K,0.84,0.79
1806405583896702792 ,US ,1,1,Consumer,12/7/2006,N,N,3Y+,#,04 YS,?,NA    ,Organic,1,100,<10K,1,1
1821878959740525517 ,GB ,1,1,Consumer,9/16/2014,N,N,3-12M,#,03 CS,music-videos,EMEA  ,Organic,3,294.49,<10K,0.33,1
1773614616748151369 ,US ,50,26,Business,1/28/2014,N,N,1Y-3Y,Stella O. Designs,03 CS,fashion,NA    ,Organic,49,"2,050.36",<10K,0.53,0.52
1449102326161599644 ,US ,2,2,Consumer,5/19/2014,N,N,1Y-3Y,#,03 CS,toys,NA    ,Organic,2,215.51,<10K,1,1
2004889208848726129 ,US ,48,44,Business,3/8/2013,N,N,1Y-3Y,Kevin Cottrell Fitness,03 CS,cellphones,NA    ,Natural Search,99,"10,947.40",10K-200K,0.44,0.92
1870489080400911734 ,GB ,1,1,Consumer,12/15/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,30.23,<10K,1,1
1388602335987837895 ,ES ,83,68,Consumer,12/15/2008,N,N,3Y+,#,03 CS,cosmetics,CEMEA ,Organic,85,"5,617.03",<10K,0.8,0.82
2021255634485139670 ,US ,7,7,Consumer,10/27/2003,N,N,3Y+,#,03 CS,?,NA    ,Organic,11,616.17,<10K,0.64,1
1567370966324294139 ,RO ,4,4,Consumer,10/21/2014,N,N,3-12M,#,03 CS,?,CEMEA ,Paid IM,9,320.37,<10K,0.44,1
1700879120173236250 ,US ,2,0,Consumer,9/1/2010,N,N,3Y+,#,03 CS,?,NA    ,Organic,?,?,Unknown,?,0
1763910887445145697 ,GB ,1,0,Consumer,12/4/2012,N,N,1Y-3Y,#,?,?,EMEA  ,Organic,?,?,Unknown,?,0
1223174681912571677 ,US ,6,6,Consumer,1/28/2003,N,N,3Y+,#,03 CS,sports-equip,NA    ,Organic,6,314.44,<10K,1,1
1677521869903195401 ,GB ,550,492,Business,1/16/2014,N,N,1Y-3Y,#,02 SME,fashion,EMEA  ,Organic,572,"14,284.07",10K-200K,0.86,0.89
1856931505700366842 ,US ,1,0,Consumer,12/10/2008,N,N,3Y+,#,03 CS,?,NA    ,Organic,4,195,<10K,0,0
1363289160541928598 ,AU ,1,1,Consumer,8/9/2009,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,28.11,<10K,1,1
1340233619892335240 ,US ,2,2,Consumer,6/7/2010,N,N,3Y+,#,03 CS,computer-hardware,NA    ,Organic,2,418.15,<10K,1,1
1312703391230008332 ,US ,1,1,Consumer,9/5/2011,N,N,3Y+,#,05 P2P receiver,?,NA    ,Organic,1,26,<10K,1,1
1917241970340487555 ,US ,1,1,Consumer,2/13/2015,N,N,3-12M,#,05 P2P receiver,?,NA    ,Natural Search,2,110,<10K,0.5,1
2016442454793959429 ,DE ,1,1,Consumer,1/9/2011,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,87.47,<10K,1,1
2296534820191398466 ,IT ,57,25,Business,3/4/2006,N,N,3Y+,Smart srl,03 CS,music-videos,CEMEA ,Organic,25,"6,541.64",<10K,1,0.44
2042477968819649625 ,US ,2,1,Consumer,4/16/2015,N,N,3-12M,#,03 CS,?,NA    ,Organic,6,55.61,<10K,0.17,0.5
2087687313972497049 ,US ,57,49,Consumer,1/13/2005,N,N,3Y+,#,03 CS,electronics,NA    ,Organic,52,"4,757.15",<10K,0.94,0.86
1844207288229302910 ,FR ,1,0,Consumer,12/6/2013,N,N,1Y-3Y,#,?,?,CEMEA ,Natural Search,?,?,Unknown,?,0
1734418663554618493 ,US ,15,13,Consumer,7/5/2001,N,N,3Y+,#,03 CS,?,NA    ,Organic,70,"5,168.92",<10K,0.19,0.87
1848573256188728281 ,GB ,1,1,Consumer,8/25/2010,N,N,3Y+,#,03 CS,?,EMEA  ,Natural Search,1,500,<10K,1,1
1254621294285801476 ,US ,13,1,Business,1/9/2015,N,N,3-12M,Rehoboth Baptist Church,03 CS,?,NA    ,Organic,8,235,<10K,0.12,0.08
1831667224438906080 ,IT ,5,0,Consumer,1/2/2009,N,N,3Y+,#,04 YS,?,CEMEA ,Paid IM,1,32.97,<10K,0,0
1338095150673574900 ,GB ,1,0,Consumer,1/30/2014,N,N,1Y-3Y,#,04 YS,?,EMEA  ,Organic,26,535.13,<10K,0,0
1692303409119504057 ,GB ,1,1,Consumer,5/2/2014,N,N,1Y-3Y,#,04 YS,?,EMEA  ,Natural Search,5,67.5,<10K,0.2,1
2202149984232127820 ,US ,20,20,Consumer,4/9/2010,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,26,593.35,<10K,0.77,1
1301593026260262937 ,CA ,2,2,Consumer,5/27/2004,N,N,3Y+,#,03 CS,sports-equip,NA    ,Organic,15,"1,213.31",<10K,0.13,1
2271907869192779743 ,GB ,1,1,Consumer,9/19/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,4,34.19,<10K,0.25,1
1653697411746934220 ,GB ,2,1,Consumer,4/18/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,99.44,<10K,1,0.5
1641593649822079125 ,US ,1,1,Consumer,4/14/2015,N,N,3-12M,#,04 YS,?,NA    ,Paid IM and Natural Search,7,655,<10K,0.14,1
2283823119431364082 ,US ,4,0,Consumer,12/16/2014,N,N,3-12M,#,?,?,NA    ,Organic,?,?,Unknown,?,0
2285069795909767556 ,PH ,1,1,Consumer,12/12/2013,N,N,1Y-3Y,#,03 CS,?,APAC  ,Paid IM,1,3.43,<10K,1,1
2062554156092544494 ,FR ,1,0,Consumer,11/25/2014,N,N,3-12M,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
1176054852995071231 ,GB ,6,5,Consumer,10/29/2007,N,N,3Y+,#,03 CS,sports-equip,EMEA  ,Organic,20,"2,101.86",<10K,0.25,0.83
1504440073144268987 ,US ,4,3,Consumer,6/11/2013,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,6,"5,871.28",<10K,0.5,0.75
1755480536997361553 ,US ,1,1,Consumer,8/19/2005,N,N,3Y+,#,03 CS,cameras,NA    ,Organic,16,642.43,<10K,0.06,1
1205783379456647036 ,KW ,1,0,Consumer,7/8/2013,N,N,1Y-3Y,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
2016945423300516492 ,GB ,4,3,Consumer,11/26/2004,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,3,102.54,<10K,1,0.75
2217870400240346014 ,AU ,4,4,Consumer,9/24/2014,N,N,3-12M,#,03 CS,computer-hardware,APAC  ,Natural Search,4,368.52,<10K,1,1
1806313882626843783 ,GB ,1,1,Consumer,5/20/2004,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,97.05,<10K,1,1
2037025418076718030 ,US ,61,48,Business,7/29/2010,N,N,3Y+,Sapir,03 CS,toys,NA    ,Natural Search,63,"13,395.64",10K-200K,0.76,0.79
2180603072287925498 ,GB ,6,6,Consumer,3/26/2011,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,7,356.39,<10K,0.86,1
1650152577251244786 ,GB ,9,9,Consumer,8/7/2004,N,N,3Y+,#,03 CS,cellphones,EMEA  ,Organic,9,"3,864.50",<10K,1,1
1923839622478885835 ,US ,1,0,Consumer,12/17/2014,N,N,3-12M,#,?,?,NA    ,Natural Search,?,?,Unknown,?,0
1512024229736416702 ,US ,2,1,Consumer,8/1/2010,N,N,3Y+,#,03 CS,computer-hardware,NA    ,Organic,1,162.99,<10K,1,0.5
1607860095115372101 ,US ,1,1,Consumer,2/10/2006,N,N,3Y+,#,03 CS,?,NA    ,Organic,4,73.34,<10K,0.25,1
1705597048182285895 ,US ,3,3,Business,5/8/2008,N,N,3Y+,Dakini Studio,03 CS,health,NA    ,Organic,73,"11,670.85",10K-200K,0.04,1
1663256799882324781 ,IT ,4,2,Business,1/29/2014,N,N,1Y-3Y,ELEXTORE DI F.G.,03 CS,cameras,CEMEA ,Other Combos,7,"14,818.39",10K-200K,0.29,0.5
1972157061494148115 ,GB ,2,2,Consumer,1/29/2012,N,N,3Y+,#,03 CS,?,EMEA  ,Paid IM,4,109.38,<10K,0.5,1
1374277332803769580 ,US ,5,0,Business,5/2/2014,N,N,1Y-3Y,Tony nguyentony620@gmail.com,?,?,NA    ,Organic,?,?,Unknown,?,0
1428672673768626078 ,DE ,1,0,Consumer,7/8/2010,N,N,3Y+,#,03 CS,computer-hardware,EMEA  ,Organic,2,289.92,<10K,0,0
1649870646937268225 ,CA ,3,0,Consumer,3/1/2011,N,N,3Y+,#,03 CS,?,NA    ,Organic,2,462.63,<10K,0,0
1160980946879505045 ,US ,1,1,Consumer,3/1/2002,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,5,<10K,1,1
1182959420477543461 ,DE ,2,2,Business,11/8/2009,N,N,3Y+,False Apostle Records,03 CS,?,EMEA  ,Paid IM,2,10,<10K,1,1
1501947141486448594 ,GB ,616,579,Business,3/13/2007,N,N,3Y+,#,03 CS,auto-parts,EMEA  ,Organic,612,"11,603.12",10K-200K,0.95,0.94
2046483066305856360 ,DE ,1,1,Consumer,7/17/2009,N,N,3Y+,#,03 CS,memorabilia,EMEA  ,Organic,4,567.41,<10K,0.25,1
1813725119514965922 ,US ,1,0,Consumer,6/15/2009,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,22,<10K,0,0
2246341560755089418 ,US ,"4,882","4,531",Business,6/9/2003,N,N,3Y+,#,02 SME,electronics,NA    ,Organic,"4,739","118,030.41",10K-200K,0.96,0.93
1351308537044071282 ,US ,1,1,Consumer,6/24/2009,N,N,3Y+,#,05 P2P receiver,?,NA    ,Organic,1,50,<10K,1,1
1707375802579327321 ,GB ,2,2,Consumer,3/9/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,2,29.98,<10K,1,1
2015628014802345551 ,US ,2,2,Consumer,12/2/2004,N,N,3Y+,#,03 CS,?,NA    ,Organic,4,101.52,<10K,0.5,1
1271370091118459818 ,BE ,1,1,Consumer,4/16/2010,N,N,3Y+,#,05 P2P receiver,?,CEMEA ,Organic,1,194.75,<10K,1,1
1578368784953544684 ,US ,1,1,Consumer,5/7/2007,N,N,3Y+,#,03 CS,?,NA    ,Organic,18,38.76,<10K,0.06,1
1993406754119278152 ,GB ,13,10,Consumer,7/30/2014,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Organic,19,637.32,<10K,0.53,0.77
1205591656958117258 ,US ,1,1,Consumer,5/11/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,1,20,<10K,1,1
2055212388004312527 ,GB ,2,2,Consumer,9/1/2013,N,N,1Y-3Y,#,04 YS,?,EMEA  ,Organic,2,79.52,<10K,1,1
2147042859714676395 ,US ,1,1,Consumer,4/10/2014,N,N,1Y-3Y,#,05 P2P receiver,?,NA    ,Organic,1,340.3,<10K,1,1
1832495631825032342 ,US ,7,7,Consumer,11/18/2001,N,N,3Y+,#,03 CS,?,NA    ,Organic,7,"1,252.79",<10K,1,1
1851538442657381075 ,GB ,2,2,Consumer,7/7/2003,N,N,3Y+,#,03 CS,fashion,EMEA  ,Organic,2,493.47,<10K,1,1
1974423130079564142 ,FR ,1,1,Consumer,3/1/2007,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,1,33.99,<10K,1,1
2122723801296778564 ,IT ,2,1,Consumer,7/27/2012,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,2,140.16,<10K,0.5,0.5
1508694132303257267 ,IT ,170,157,Consumer,11/18/2013,N,N,1Y-3Y,#,03 CS,memorabilia,CEMEA ,Organic,159,"8,373.40",<10K,0.99,0.92
1922651023585638526 ,US ,64,59,Business,9/11/2000,N,N,3Y+,#,03 CS,memorabilia,NA    ,Organic,85,"20,634.93",10K-200K,0.69,0.92
1220213475168156438 ,DE ,1,1,Consumer,9/8/2014,N,N,3-12M,#,03 CS,?,EMEA  ,Organic,2,490.22,<10K,0.5,1
1612586630525878190 ,GB ,16,16,Consumer,9/27/2005,N,N,3Y+,#,03 CS,fashion,EMEA  ,Organic,20,378.49,<10K,0.8,1
1670862011267223910 ,US ,7,7,Consumer,4/7/2002,N,N,3Y+,#,03 CS,?,NA    ,Organic,8,233.17,<10K,0.88,1
1258039894704099761 ,GB ,51,25,Business,8/25/2014,N,N,3-12M,Katie Bee,03 CS,arts-n-craft,EMEA  ,Paid IM,51,"1,620.17",<10K,0.49,0.49
1421332548336817479 ,US ,1,0,Business,5/1/2013,N,N,1Y-3Y,"Billmark's Lakes Area Insurance, Inc",03 CS,finance,NA    ,Natural Search,7,"3,620.41",<10K,0,0
1787961429858450893 ,RU ,7,6,Consumer,3/1/2014,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Organic,6,685.93,<10K,1,0.86
1970860025763737163 ,US ,9,9,Consumer,4/6/2009,N,N,3Y+,#,03 CS,?,NA    ,Organic,9,218.55,<10K,1,1
1555945118754997565 ,GB ,7,7,Consumer,12/28/2009,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,8,105.04,<10K,0.88,1
1258622867148639432 ,US ,30,28,Consumer,10/30/2003,N,N,3Y+,#,03 CS,memorabilia,NA    ,Organic,30,"1,332.55",<10K,0.93,0.93
1749829619435078335 ,US ,4,2,Consumer,1/9/2015,N,N,3-12M,#,03 CS,?,NA    ,Organic,2,600.53,<10K,1,0.5
1162675056573361629 ,MU ,1,1,Business,1/29/2009,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,1,38.45,<10K,1,1
1625172255747312510 ,MX ,1,1,Consumer,12/5/2008,N,N,3Y+,#,04 YS,?,LATAM ,Organic,1,259.25,<10K,1,1
1426660887630828453 ,GB ,21,20,Consumer,3/2/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,22,340.91,<10K,0.91,0.95
2169462572079522789 ,GB ,8,8,Consumer,10/31/2007,N,N,3Y+,#,03 CS,auto-parts,EMEA  ,Organic,8,86.33,<10K,1,1
2282824748172198922 ,CA ,6,1,Consumer,10/3/2013,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,13,318.5,<10K,0.08,0.17
2164040486857173057 ,US ,4,4,Consumer,10/19/2000,N,N,3Y+,#,03 CS,houseware,NA    ,Organic,4,383.94,<10K,1,1
1491622794376133969 ,AU ,1,1,Consumer,7/11/2007,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,7.71,<10K,1,1
1737879987693386076 ,GB ,1,1,Consumer,6/5/2006,N,N,3Y+,#,03 CS,houseware,EMEA  ,Organic,1,152.19,<10K,1,1
1153812733808190429 ,GB ,5,5,Consumer,11/14/2002,N,N,3Y+,#,03 CS,variety,EMEA  ,Organic,5,45.87,<10K,1,1
1641134883964845925 ,AU ,1,1,Consumer,9/9/2014,N,N,3-12M,#,03 CS,electronics,APAC  ,Organic,1,307.88,<10K,1,1
2119220575271489608 ,US ,389,339,Business,7/12/2007,N,N,3Y+,#,02 SME,memorabilia,NA    ,Organic,395,"110,697.40",10K-200K,0.86,0.87
2061607288704709428 ,US ,1,1,Consumer,3/24/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Natural Search,1,182.5,<10K,1,1
1845888532712501665 ,US ,1,1,Consumer,5/31/2013,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,3,"2,000.00",<10K,0.33,1
1959028506400271181 ,US ,33,21,Business,2/28/2014,N,N,1Y-3Y,Angel Perez,03 CS,fashion,NA    ,Organic,21,"2,986.75",<10K,1,0.64
1413659773710096950 ,US ,2,2,Consumer,11/16/2012,N,N,1Y-3Y,#,05 P2P receiver,?,NA    ,Paid IM and Natural Search,2,200,<10K,1,1
1856193045946829310 ,LU ,4,4,Consumer,3/9/2011,N,N,3Y+,#,03 CS,auto-parts,CEMEA ,Organic,5,624.33,<10K,0.8,1
1448485462541338822 ,GB ,8,7,Consumer,5/9/2014,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Organic,8,227.43,<10K,0.88,0.88
1989873625546942016 ,DE ,2,2,Consumer,11/3/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,17,999.28,<10K,0.12,1
1232071356637800821 ,GR ,19,17,Consumer,3/12/2014,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Organic,18,734.31,<10K,0.94,0.89
